SECOM: Towards a convention for security commit messages,,,,
Interpretable linear models for predicting security vulnerabilities in source code,,,,
Intrusion Detection Systems in Smart Grid,,,,
A Deep Learning-based Penetration Testing Framework for Vulnerability Identification in Internet of Things Environments,,,,
Fast Detection of Access Control Vulnerabilities in PHP Applications,,,,
Characterizing System-Level Vulnerability for Instruction Caches against Soft Errors,,,,
Input injection detection in Java code,,,,
A New Framework of Security Vulnerabilities Detection in PHP Web Application,,,,
Cloud security monitoring and vulnerability management,,,,
NPDHunter: Efficient Null Pointer Dereference Vulnerability Detection in Binary,,,,
[Journal First] Are Vulnerabilities Discovered and Resolved Like Other Defects?,,,,
Self-Organized Security Framework for WiGig WLAN against Attacks and Threats,,,,
ProtoGENI, a Prototype GENI Under Security Vulnerabilities: An Experiment-Based Security Study,,,
A testbed for the evaluation of web intrusion prevention systems,,,,
Two-stage detection algorithm for RoQ attack based on localized periodicity analysis of traffic anomaly,,,,
Android-based Smartphone Malware Exploit Prevention Using a Machine Learning-based Runtime Detection System,,,,
Software Crash Analysis for Automatic Exploit Generation on Binary Programs,,,,
Code Property Graph based Vulnerability Type Identification with Fusion Representation,,,,
A Comprehensive Study of WebAssembly Runtime Bugs,,,,
Electromagnetic Information Leakage Classification Detection Method for Computer Display Equipment Based on Machine Learning,,,,
Combatting Front-Running in Smart Contracts: Attack Mining, Benchmark Construction and Vulnerability Detector Evaluation,,,
Analyzing Root Causes of Intrusion Detection False-Negatives: Methodology and Case Study,,,,
Security Metric for Networks with Intrusion Detection Systems having Time Latency using Attack Graphs,,,,
Characterizing Attacker Behavior in a Cybersecurity Penetration Testing Competition,,,,
A Large-Scale Security-Oriented Static Analysis of Python Packages in PyPI,,,,
Research on Android Intent Security Detection Based on Machine Learning,,,,
Performance Analysis of Between Software Defined Wireless Network and Mobile Ad Hoc Network Under DoS Attack,,,,
Entropy based mitigation of Distributed-Denial-of-Service (DDoS) attack on Control Plane in Software-Defined-Network (SDN),,,,
A Generative Adversarial Networks-Based Integer Overflow Detection Model for Smart Contracts,,,,
Prospects for software security growth modeling,,,,
An Integrated Approach for Effective Injection Vulnerability Analysis of Web Applications Through Security Slicing and Hybrid Constraint Solving,,,,
Why IoT security is failing. The Need of a Test Driven Security Approach,,,,
Security Pattern Detection Using Ordered Matrix Matching,,,,
A Comprehensive Detection of Memory Corruption Vulnerabilities for C/C++ Programs,,,,
Detection and analysis of Jellyfish attack in MANETs,,,,
Software asset analyzer: A system for detecting configuration anomalies,,,,
5G RRC Protocol and Stack Vulnerabilities Detection via Listen-and-Learn,,,,
Physical Integrity Attack Detection of Surveillance Camera with Deep Learning based Video Frame Interpolation,,,,
Vulnerability Detection on Mobile Applications Using State Machine Inference,,,,
Comprehensiveness, Automation and Lifecycle: A New Perspective for Rust Security,,,
Combinational feature selection approach for network intrusion detection system,,,,
Fuzzy Test Guidance Technology for Power Internet of Things Firmware Vulnerability Detection,,,,
Combination of Hierarchical and Cooperative Models of an IDS for MANETs,,,,
The design of an IDS architecture for MANET based on multi-agent,,,,
On the Efficacy of Smart Contract Analysis Tools,,,,
A Comparative Analysis of Static Code Analysis Tools that check Java Code Adherence to Java Coding Standards,,,,
A Mutation Framework for Evaluating Security Analysis Tools in IoT Applications,,,,
Fine-grained Commit-level Vulnerability Type Prediction by CWE Tree Structure,,,,
Configuring Local Rule of Intrusion Detection System in Software Defined IoT Testbed,,,,
NeuFuzz: Efficient Fuzzing With Deep Neural Network,,,,
What Happens When We Fuzz? Investigating OSS-Fuzz Bug History,,,,
Comparison of Various ML Approaches for Detection of DDoS Attacks in SDN,,,,
CONVUL: An Effective Tool for Detecting Concurrency Vulnerabilities,,,,
Pluto: Exposing Vulnerabilities in Inter-Contract Scenarios,,,,
Intelligent Fuzzing Algorithm for 5G NAS Protocol Based on Predefined Rules,,,,
Analyzing Adversarial Attacks against Deep Learning for Intrusion Detection in IoT Networks,,,,
Smart Grid DNP3 Vulnerability Analysis and Experimentation,,,,
CAKG: A Framework for Cybersecurity Threat Detection of Automotive via Knowledge Graph,,,,
ML-Based IDPS Enhancement With Complementary Features for Home IoT Networks,,,,
Dynamic vulnerability detection approaches and tools: State of the Art,,,,
Implementing Man-in-the-Middle Attack to Investigate Network Vulnerabilities in Smart Grid Test-bed,,,,
Secure MDE for Ethereum-based Decentralized Applications (ÐApps) Development,,,,
VulDeeLocator: A Deep Learning-Based Fine-Grained Vulnerability Detector,,,,
Efficient Evolutionary Fuzzing for Android Application Installation Process,,,,
Security Verification of RISC-V System Based on ISA Level Information Flow Tracking,,,,
Safety Detection Method of Android App Based on Drozer,,,,
Buffer Overflow Vulnerability Prediction from x86 Executables Using Static Analysis and Machine Learning,,,,
SOA-Scanner: An Integrated Tool to Detect Vulnerabilities in Service-Based Infrastructures,,,,
DoS Attacks, Triad and Privacy: Software Exposures in Microsoft, Apple and Google,,
TCE-IDS: Time Interval Conditional Entropy- Based Intrusion Detection System for Automotive Controller Area Networks,,,,
Research of Network security Assessment System based on scan,,,,
Intrusion detection against unauthorized file modification by integrity checking and recovery with HW/SW platforms using programmable system-on-chip (SoC),,,,
OverCovert: Using Stack-Overflow Software Vulnerability to Create a Covert Channel,,,,
RCALN: A Hybrid Intrusion Detection System Incorporating Channel Attention in CNN and Residual Networks with LSTM,,,,
Raising Security Awareness Using Cybersecurity Challenges in Embedded Programming Courses,,,,
Preventing input type validation vulnerabilities using network based intrusion detection systems,,,,
Traffic Monitoring and Abnormality Detection Methods Analysis,,,,
Intrusion Detection Systems for Networked Unmanned Aerial Vehicles: A Survey,,,,
FormalFuzzer: Formal Verification Assisted Fuzz Testing for SoC Vulnerability Detection,,,,
Pangr: A Behavior-Based Automatic Vulnerability Detection and Exploitation Framework,,,,
Signature-based and Behavior-based Attack Detection with Machine Learning for Home IoT Devices,,,,
A Static Taint Detection Method for Stack Overflow Vulnerabilities in Binaries,,,,
Early Identification of Vulnerable Software Components via Ensemble Learning,,,,
ZeroDVS: Trace-Ability and Security Detection of Container Image Based on Inheritance Graph,,,,
Evaluating the impact of malicious spoofing attacks on Bluetooth low energy based occupancy detection systems,,,,
AFLTurbo: Speed up Path Discovery for Greybox Fuzzing,,,,
Exploiting Channel Fragmentation and Aggregation/Bonding to Create Security Vulnerabilities,,,,
Investigation Of Secure Mobile Agents As A Tool In Intrusion Detection Systems,,,,
Runtime Optimization of a New Anomaly Detection Method for Smart Metering Data Using Hadoop Map-Reduce,,,,
Some Techniques of Detecting Web Applications Vulnerabilities,,,,
Enhancing Security Against Software Attacks with Reprogrammable Hardware,,,,
Tabby: Automated Gadget Chain Detection for Java Deserialization Vulnerabilities,,,,
Vulnerability Analysis Architecture Utilizing Auto Encoding Bayesian Algorithm,,,,
Moving Targets: Addressing Concept Drift in Supervised Models for Hacker Communication Detection,,,,
Intrusion Detection & Incident Response for Information Security: Technologies and Challenges,,,,
An Efficient Method for Ontology-Based Multi-Vendor Firewall Misconfiguration Detection: A Real-Case Study,,,,
A New Smart Contract Anomaly Detection Method by Fusing Opcode and Source Code Features for Blockchain Services,,,,
Slither: A Static Analysis Framework for Smart Contracts,,,,
Compiler-Implemented Differential Checksums: Effective Detection and Correction of Transient and Permanent Memory Errors,,,,
Enhancing Trojan Detection by Finding LTL and Taint Properties in RTL Circuit Designs: A Case Study,,,,
Text mining based approach for intrusion detection,,,,
A web page malicious script detection system,,,,
Application of Network Security Threat Detection in The Smart Home,,,,
Don’t Cross Me! Cross-layer System Security,,,,
Static Code Analysis for Software Security Verification: Problems and Approaches,,,,
Notice of Removal: S-compiler: A code vulnerability detection method,,,,
DeepVuler: A Vulnerability Intelligence Mining System for Open-Source Communities,,,,
Cross-Contract Static Analysis for Detecting Practical Reentrancy Vulnerabilities in Smart Contracts,,,,
An Intelligent Two-Layer Intrusion Detection System for the Internet of Things,,,,
Malicious node detection using ID-based authentication technique,,,,
DroidVulMon -- Android Based Mobile Device Vulnerability Analysis and Monitoring System,,,,
OBiLSTM-Based Intrusion Detection Method for Industrial Internet of Things,,,,
PVD: Passive vulnerability detection,,,,
Mutation Analysis of Magento for Evaluating Threat Model-Based Security Testing,,,,
Network security intrusion detection system based on incremental improved convolutional neural network model,,,,
A Meta-analysis of Role of Network Intrusion Detection Systems in Confronting Network Attacks,,,,
A Comprehensive Analysis of Intrusion Detection in Internet of Things (IoT),,,,
Proposing Innovative Intruder Detection System for Host Machines in Cloud Computing,,,,
DLA-ABIDS:Deep Learning Approach for Anomaly Based Intrusion Detection System,,,,
Identifying Security Vulnerabilities in Electricity Market Operations Induced by Weakly Detectable Network Parameter Errors,,,,
Securing SCADA systems with open source software,,,,
ZigBee Security Vulnerabilities: Exploration and Evaluating,,,,
Tutorial: Principles and Practices of Secure Cryptographic Coding in Java,,,,
An Expert Knowledge Generation Model in Smart Contract Vulnerability Fuzzing,,,,
Evaluating Automatic Program Repair Capabilities to Repair API Misuses,,,,
Towards a Unified Definition of Cyber and Physical Vulnerability in Critical Infrastructures,,,,
Research on Information Security Assessment Method Based on Automated Testing,,,,
A fast finding method for power Internet of Things equipment vulnerabilities based on page adaptive replacement cache replacement algorithm,,,,
Mining Threat Intelligence about Open-Source Projects and Libraries from Code Repository Issues and Bug Reports,,,,
Automatic Detection of NoSQL Injection Using Supervised Learning,,,,
Towards the Security of AI-Enabled UAV Anomaly Detection,,,,
How Reliable is the Crowdsourced Knowledge of Security Implementation?,,,,
A Lightweight Intelligent Authentication Approach for Intrusion Detection,,,,
A Study of Risk Management Frameworks and Security Testing For Secure Software Systems,,,,
Extracting Cybersecurity Related Linked Data from Text,,,,
OCL Fault Injection-Based Detection of LDAP Query Injection Vulnerabilities,,,,
Cross-Layer Software Dependability on Unreliable Hardware,,,,
User-side Wi-Fi Evil Twin Attack detection using SSL/TCP protocols,,,,
A Novel Multi-Agent and Multilayered Game Formulation for Intrusion Detection in Internet of Things (IoT),,,,
Towards an Enhanced Design Level Security: Integrating Attack Trees with Statecharts,,,,
Automatic Generation of Assertions for Detection of Firmware Vulnerabilities Through Alignment of Symbolic Sequences,,,,
BOFT: Exploitable Buffer Overflow Detection by Information Flow Tracking,,,,
Research on the Collaborative Analysis Technology for Source Code and Binary Executable Based upon the Unified Defect Mode Set,,,,
CWE Pattern Identification using Semantical Clustering of Programming Language Keywords,,,,
Machine Learning Models for LoRa Wan IoT Anomaly Detection,,,,
Security Risk Identification of Network Assets for Digital Substation Power Industry Control System,,,,
Trading exploits online: A preliminary case study,,,,
Research on Network Attack Detection Technology based on Reverse Detection and Protocol Analysis,,,,
(HIADIoT): Hardware Intrinsic Attack Detection in Internet of Things, Leveraging Power Profiling,,,
Security Vulnerability in the Automotive Sector with Modernization,,,,
Towards Configurable Vulnerability Assessment in the Cloud,,,,
Security of Smart Home-Smartphones Systems,,,,
An Invocation Chain Test and Evaluation Method Based on Knowledge Graph,,,,
Security Objectives of Cyber Physical Systems,,,,
A Deep Learning Framework to Enhance Software Defined Networks Security,,,,
GRAFRAUD: Fraud Detection using Graph Databases and Neural Networks,,,,
University Distributed Computer Network Vulnerability Assessment,,,,
Security Vulnerabilities and Countermeasures for Time Synchronization in IEEE802.15.4e Networks,,,,
Computer web aided moral education,,,,
A DDoS attack detection based on deep learning in software-defined Internet of things,,,,
Creating a Security Enforcement Environment for a Vehicular Platform,,,,
Precise and Efficient:A Hybrid Analysis-Based Stack Overflow Detection Model under MIPS,,,,
Identifying Distinct Features based on Received Samples for Interference Detection in Wireless Sensor Network Edge Devices,,,,
Kernel methods to detect intruders,,,,
Understanding Code Reuse in Smart Contracts,,,,
Effect of Coding Styles in Detection of Web Application Vulnerabilities,,,,
Benchmarking Static Analysis Tools for Web Security,,,,
Enhancing SIEM Technology for protecting Electrical Power and Energy Sector,,,,
EDIMA: Early Detection of IoT Malware Network Activity Using Machine Learning Techniques,,,,
Hardware Security Vulnerability Assessment to Identify the Potential Risks in A Critical Embedded Application,,,,
Trustworthiness Assessment of Web Applications: Approach and Experimental Study using Input Validation Coding Practices,,,,
Multi-Objective Approach for Detecting Vulnerabilities in Ethereum Smart Contracts,,,,
DB-CBIL: A DistilBert-Based Transformer Hybrid Model Using CNN and BiLSTM for Software Vulnerability Detection,,,,
Layered Security Analysis for Container Images: Expanding Lightweight Pre-Deployment Scanning,,,,
Smart Home Security System Using IoT,,,,
A Two-Level Hybrid Model for Anomalous Activity Detection in IoT Networks,,,,
ACUA: API Change and Usage Auditor,,,,
Exploring Security Commits in Python,,,,
A System for Profiling and Monitoring Database Access Patterns by Application Programs for Anomaly Detection,,,,
Detection and Removing Cross Site Scripting Vulnerability in PHP Web Application,,,,
IntelliGen: Automatic Driver Synthesis for Fuzz Testing,,,,
A Formal Approach for Implementing Security Constraints in Security Patterns,,,,
Hierarchical Attention Network for Interpretable and Fine-Grained Vulnerability Detection,,,,
Automatically Seed Corpus and Fuzzing Executables Generation Using Test Framework,,,,
Predicting Buffer Overflow Vulnerabilities through Mining Light-Weight Static Code Attributes,,,,
Exploring the Vulnerabilities of IoT Devices: A Comprehensive Analysis of Mirai and Bashlite Attack Vectors,,,,
A Machine Learning-Based Intrusion Detection System for Securing Remote Desktop Connections to Electronic Flight Bag Servers,,,,
BovInspector: Automatic inspection and repair of buffer overflow vulnerabilities,,,,
Modeling and Discovering Data Race with Concurrent Code Property Graphs,,,,
Securing Smart Manufacturing by Integrating Anomaly Detection With Zero-Knowledge Proofs,,,,
Transformer Model with Multi-Type Classification Decisions for Intrusion Attack Detection of Track Traffic and Vehicle,,,,
Virtual machine remote detection method using network timestamp in cloud computing,,,,
Deep Domain Adaptation for Vulnerable Code Function Identification,,,,
Security Vulnerabilities of Internet of Things: A Case Study of the Smart Plug System,,,,
GERALT: Real-time Detection of Evasion Attacks in Deep Learning Systems,,,,
A Two-layer Collaborative Vehicle-Edge Intrusion Detection System for Vehicular Communications,,,,
A Dynamic Detection Method to C/C++ Programs Memory Vulnerabilities Based on Pointer Analysis,,,,
File Parsing Vulnerability Detection with Symbolic Execution,,,,
Preventing Attacks in Real-Time through the Use of a Dummy Server,,,,
HyperGI: Automated Detection and Repair of Information Flow Leakage,,,,
Revealing Injection Vulnerabilities by Leveraging Existing Tests,,,,
Predicting common web application vulnerabilities from input validation and sanitization code patterns,,,,
Control and Data Flow in Security Smell Detection for Infrastructure as Code: Is It Worth the Effort?,,,,
A Multi-Modal Deep Transfer Learning Framework for Attack Detection in Software-Defined Networks,,,,
Approach to Mine the Modularity of Software Network Based on the Most Vital Nodes,,,,
Integrated detection of anomalous behavior of computer infrastructures,,,,
Evaluation of Static Vulnerability Detection Tools With Java Cryptographic API Benchmarks,,,,
TinyChecker: Transparent protection of VMs against hypervisor failures with nested virtualization,,,,
Security vulnerabilities in physical layer of cognitive radio,,,,
A Look into the Vulnerabilities of Automatic Dependent Surveillance-Broadcast,,,,
The Cyber Security Modeling Language: A Tool for Assessing the Vulnerability of Enterprise System Architectures,,,,
AI Driven IoT Healthcare Devices Security Vulnerability Management,,,,
A black-box testing tool for detecting SQL injection vulnerabilities,,,,
Cyber Attack Detection System in University Private Cloud Using Machine Learning,,,,
Face Morphing Attack Generation and Detection: A Comprehensive Survey,,,,
A Taxonomy and Qualitative Comparison of Program Analysis Techniques for Security Assessment of Android Software,,,,
Automatic CVSS-based Vulnerability Prioritization and Response with Context Information,,,,
Robust and Energy Efficient Malware Detection for Robotic Cyber-Physical Systems,,,,
A systematic review of fuzzy testing for information systems and applications,,,,
VulChecker: Achieving More Effective Taint Analysis by Identifying Sanitizers Automatically,,,,
A new model of IDS architecture based on multi-agent systems for MANET,,,,
A Framework of Vulnerable Code Dataset Generation by Open-Source Injection,,,,
Improving DDoS Detection in IoT Networks Through Analysis of Network Traffic Characteristics,,,,
ID Sequence Analysis for Intrusion Detection in the CAN bus using Long Short Term Memory Networks,,,,
RECSRF: Novel Technique to Evaluate Program Security using Dynamic Disassembly of Machine Instructions,,,,
Security-Aware Malicious Event Detection using Multivariate Deep Regression Setup for Vehicular Ad hoc Network Aimed at Autonomous Transportation System,,,,
Detection of Malware Attacks in an IoT based Networks,,,,
IoTAEG: Automatic Exploit Generation of IoT Devices,,,,
SDMTA: Attack Detection and Mitigation Mechanism for DDoS Vulnerabilities in Hybrid Cloud Environment,,,,
Predictive Analysis of Zero-Day Vulnerabilities Using Deep Neural Networks,,,,
Systematic Review of Security Vulnerabilities in Ethereum Blockchain Smart Contract,,,,
Flexibility vs. Structure: How to Manage Reliably Continuously Emerging Threats in Malware Protection,,,,
Prototype Infrastructure Cloud Expert System DNA Analysis (CESDA) as the Basis of Sustainability DNA Software Improvement in Indonesia,,,,
An Authorized Access Attack Detection Method for Realtime Intrusion Detection System,,,,
Anomaly-based Intrusion Detection and Prevention Using Adaptive Boosting in Software-defined Network,,,,
The research and design of honeypot system applied in the LAN security,,,,
Availability Assessment of Embedded Systems with Security Vulnerabilities,,,,
Unsupervised Anomaly Detection in RS-485 Traffic using Autoencoders with Unobtrusive Measurement,,,,
Hybridization of Deep Learning & Machine Learning For IoT Based Intrusion Classification,,,,
A Comparative Study of Deep Learning-Based Vulnerability Detection System,,,,
An Entropy Analysis Based Intrusion Detection System for Controller Area Network in Vehicles,,,,
The Security Analysis and Attacks Detection of OSPF Routing Protocol,,,,
Methods for Improving the Reliability of Intelligent Semiconductor,,,,
Log4jPot: Effective Log4Shell Vulnerability Detection System,,,,
Shellcode detection in IPv6 networks with HoneydV6,,,,
Scalable Call Graph Constructor for Maven,,,,
Zokfuzz: Detection of Web Vulnerabilities via Fuzzing,,,,
Privacy Leakage Vulnerability Detection for Privacy-Preserving Computation Services,,,,
Strategy and implementation of campus network security,,,,
Invariant-Based Automatic Testing of Modern Web Applications,,,,
IIoT Network Intrusion Detection Using Machine Learning,,,,
Control System Level Intrusion Detection on J1939 Heavy-Duty Vehicle Buses,,,,
Software Defect Detection Based on Feature Fusion and Alias Analysis,,,,
Detecting SQL Vulnerability Attack Based on the Dynamic and Static Analysis Technology,,,,
Securing Modbus TCP Communications in I4.0: A Penetration Testing Approach Using OpenPLC and Factory IO,,,,
Keynote: Internet of Things or Threats? On Building Trust in IoT,,,,
Survivability Model of Networks using Attack Graphs and Markov Chains,,,,
Vulnerability Model and Evaluation of the UEFI Platform Firmware Based on Improved Attack Graphs,,,,
A Detection Method Based on K-Cores Algorithm for Abnormal Processes in the Server,,,,
A Low-cost Hardware Attack Detection Solution for IoT Devices,,,,
MARFCAT: Fast code analysis for defects and vulnerabilities,,,,
Detection, Analysis and Countermeasures for Container based Misconfiguration using Docker and Kubernetes,,,
A Deep Learning Model for Threat Hunting in Ethereum Blockchain,,,,
Jyane: Detecting Reentrancy vulnerabilities based on path profiling method,,,,
Automatically Identifying CVE Affected Versions With Patches and Developer Logs,,,,
Open Set Recognition With Dissimilarity Weight for Unknown Attack Detection,,,,
Improved message communication scheme in selective forwarding attack detection method,,,,
PatchSweetner: Exploit Detection Through the Automatic Transformation of Security Patches,,,,
SourceSnippet2Binary: A Method for Searching Vulnerable Source Code Snippets in Binaries,,,,
Prevention of Attacks in Vehicular Adhoc Networks,,,,
Mobile Application SDK Version Detection and Security Alert Based on Multi-partition LSH,,,,
Anomaly detection using machine learning with a case study,,,,
Code Aggregate Graph: Effective Representation for Graph Neural Networks to Detect Vulnerable Code,,,,
EVM: From Offline Detection to Online Reinforcement for Ethereum Virtual Machine,,,,
Assessing the Landscape of Mobile Data Vulnerabilities: A Comprehensive Review,,,,
A Systematic Assessment on Android Third-Party Library Detection Tools,,,,
Computer Security and Machine Learning: Worst Enemies or Best Friends?,,,,
A Review of Intrusion Detection in 802.15.4-Based Wireless Sensor Networks,,,,
Penetration Testing of Intrusion Detection and Prevention System in Low-Performance Embedded IoT Device,,,,
Understanding the Evolution of Android App Vulnerabilities,,,,
A Taint Based Approach for Smart Fuzzing,,,,
Comparison for network security scanner tools between GFI LanGuard and Microsoft Baseline Security Analyzer (MBSA),,,,
Practical Combinatorial Testing for XSS Detection using Locally Optimized Attack Models,,,,
License compatibility for Python packages: the FASTEN PyPI plugin,,,,
Static Detection of Control-Flow-Related Vulnerabilities Using Graph Embedding,,,,
Security analysis of OpenDaylight, ONOS, Rosemary and Ryu SDN controllers,,
FERNANDO: A Software Transient Fault Tolerance Approach for Embedded Systems Based on Redundant Multi-Threading,,,,
Improving guide-based vulnerability detection with hybrid symbolic execution,,,,
Uncovering Network Vulnerabilities and Conducting Digital Forensics Analysis for IoT Device Security in 6G,,,,
Data vulnerability detection by security testing for Android applications,,,,
Penetration Frameworks and Development Issues in Secure Mobile Application Development: A Systematic Literature Review,,,,
Detection of Denial of Service Attacks Using SNMP-MIB in Internet of Things Environment,,,,
A recent trends in software defined networking (SDN) security,,,,
NICE: Network Intrusion Detection and Countermeasure Selection in Virtual Network Systems,,,,
DevEyes insider threat detection,,,,
Automated Detection of Spectre and Meltdown Attacks Using Explainable Machine Learning,,,,
Machine Learning Based Framework for Attack Detection on IoT Devices,,,,
Botnet Detection Techniques: A Review,,,,
IDROP: Intelligently detecting Return-Oriented Programming using real-time execution flow and LSTM,,,,
Burst circulating threat in optical burst switched networks,,,,
IoT network monitor,,,,
Security Testing of Second Order Permission Re-delegation Vulnerabilities in Android Apps,,,,
Semantic Learning Based Cross-Platform Binary Vulnerability Search For IoT Devices,,,,
SecArch: Architecture-level Evaluation and Testing for Security,,,,
Empowering Urban Connectivity in Smart Cities using Federated Intrusion Detection,,,,
A Comparative Analysis of SVM, Naive Bayes and GBDT for Data Faults Detection in WSNs,,,
Lua Code: Security Overview and Practical Approaches to Static Analysis,,,,
EOSVERIF: An Automated Analyzer for EOSIO Smart Contracts,,,,
An Anomaly Detection Study for the Smart Home Environment,,,,
Toward a Labeled Dataset of IoT Malware Features,,,,
Enhancement in Buffer Overflow (BOF) Detection Capability of Cppcheck Static Analysis Tool,,,,
Research on the Evaluation Technology of Network Audiovisual APP Services,,,,
MMPD: A Novel Malicious PDF File Detector for Mobile Robots,,,,
IoT Security: A Deep Learning-Based Approach for Intrusion Detection and Prevention,,,,
Learning to Locate and Describe Vulnerabilities,,,,
Security-Aware FSM Design Flow for Identifying and Mitigating Vulnerabilities to Fault Attacks,,,,
PyXhon: Dynamic detection of security vulnerabilities in Python extensions,,,,
Identifying and Addressing Security Vulnerabilities in Hybrid Network Security Algorithms,,,,
A memory-related vulnerability detection approach based on vulnerability features,,,,
Machine Learning-based Intrusion Detection for IoT Devices in Smart Home,,,,
Scalable Intrusion Detection System for cellular networks,,,,
AWS IoT and the Interconnected World – Aging in Place,,,,
Towards adaptive and proactive security assessment for energy delivery systems,,,,
Demonstrated LLC-layer attack and defense strategies for wireless communication systems,,,,
A Study on Improving Security of ICS through Honeypot and ARP Spoofing,,,,
Automatic Detection of Security Deficiencies and Refactoring Advises for Microservices,,,,
FLID: Intrusion Attack and Defense Mechanism for Federated Learning Empowered Connected Autonomous Vehicles (CAVs) Application,,,,
Research on Source Code Static Detection Method Based on Android Application Particularity,,,,
Detection and Analysis of Distributed Denial of Service attack on Software Defined Network,,,,
Attack-Specific Feature Selection for Anomaly Detection in Software-Defined Networks,,,,
Light-Weight Rule-Based Test Case Generation for Detecting Buffer Overflow Vulnerabilities,,,,
An Efficient Metric-Based Approach for Static Use-After-Free Detection,,,,
A concealed ammo detection system for passengers luggage screening,,,,
A coordinated cyber attack detection system (CCADS) for multiple substations,,,,
TCD: Statically Detecting Type Confusion Errors in C++ Programs,,,,
Analyzing the Vulnerability of Wireless Sensor Networks to a Malicious Matched Protocol Attack,,,,
Security threat probability computation using Markov Chain and Common Vulnerability Scoring System,,,,
Perlustrate Study on Cloud Security and Vulnerabilities,,,,
Intrusion detection in Bluetooth enabled mobile phones,,,,
Penetration Testing on Web Application Using Insecure Direct Object References (IDOR) Method,,,,
Guardauto: A Decentralized Runtime Protection System for Autonomous Driving,,,,
Poster: Static Detection of API Call Vulnerabilities in iOS Executables,,,,
A Cyber-Physical Power System Risk Assessment Model Against Cyberattacks,,,,
Let Us Lint: A Tool for Code Formatting And Code Enhancing,,,,
Pushing intelligence to the network edge,,,,
Processor Hardware Security Vulnerabilities and their Detection by Unique Program Execution Checking,,,,
Program State Sensitive Parallel Fuzzing for Real World Software,,,,
A hybrid model for anomaly-based intrusion detection in SCADA networks,,,,
Towards Offensive Cyber Counterintelligence: Adopting a Target-Centric View on Advanced Persistent Threats,,,,
A Parallel Memory Defect Detection Method based on Sparse-Value-Flow Graph,,,,
Detecting Attack Surface With Full-System Taint Analysis,,,,
SmartEmbed: A Tool for Clone and Bug Detection in Smart Contracts through Structural Code Embedding,,,,
A hybrid symbolic execution assisted fuzzing method,,,,
Identifying security vulnerabilities of weakly detectable network parameter errors,,,,
Identification and Mitigation of Unintentional Insider Information Leak Threats in Public Repositories,,,,
Statically Checking Missing Input Validations in Solidity Smart Contracts - A Case Study,,,,
GraphEye: A Novel Solution for Detecting Vulnerable Functions Based on Graph Attention Network,,,,
FaultHunter: Automatically Detecting Vulnerabilities in C against Fault Injection Attacks,,,,
MaDMAN: Detection of Software Attacks Targeting Hardware Vulnerabilities,,,,
Effects of Removing User-Land Hooks in Endpoint Protection During Attack Experiments,,,,
Large Language Models and Simple, Stupid Bugs,,,
Entropy-KL-ML:Enhancing the Entropy-KL-Based Anomaly Detection on Software-Defined Networks,,,,
Threats and Vulnerabilities of Wireless Networks in the Internet of Things (IoT),,,,
Fairness with adaptive weight in network attack detection,,,,
A Dynamic Security-dedicated Approach to Commercial Drone Vulnerabilities, Threat Vectors and Their Mitigation,,,
LibDI: A Direction Identification Framework for Detecting Complex Reuse Relationships in Binaries,,,,
Research on network intrusion response method based on Bayesian attack graph,,,,
An Intelligent Big Data Security Framework Based on AEFS-KENN Algorithms for the Detection of Cyber-Attacks from Smart Grid Systems,,,,
A study on penetration testing process and tools,,,,
Research on Information System Security Protection Strategy,,,,
Attack and Defence of Ethereum Remote APIs,,,,
Mining Patterns of Unsatisfiable Constraints to Detect Infeasible Paths,,,,
Analysis of Smart Cities Security: Challenges and Advancements,,,,
It's More Than Stealing Cookies - Exploitability of XSS,,,,
Efficient Identification of Race Condition Vulnerability in C code by Abstract Interpretation and Value Analysis,,,,
Analysis Techniques Artificial intelligence for Detection of Cyber Security Risks in a Communication and Information Security,,,,
Modeling a SQL injection attack,,,,
"Securing Web Applications with Better ""Patches"": An Architectural Approach for Systematic Input Validation with Security Patterns",,,,
Proactive Cyber Situation Awareness via High Performance Computing,,,,
Battling Bad Bits with Checksums in the Loris Page Cache,,,,
Predicting Software Errors Using Neural Networks,,,,
A Dynamic SQL Injection Vulnerability Test Case Generation Model Based on the Multiple Phases Detection Approach,,,,
CML-IDS: Enhancing Intrusion Detection in SDN Through Collaborative Machine Learning,,,,
Top-Performing Unifying Architecture for Network Intrusion Detection in SDN Using Fully Convolutional Network,,,,
EtherProv: Provenance-Aware Detection, Analysis, and Mitigation of Ethereum Smart Contract Security Issues,,
VulScan: A Web-Based Vulnerability Multi-Scanner for Web Application,,,,
Packet Injection Attack and Its Defense in Software-Defined Networks,,,,
Challenges on prioritizing software patching,,,,
SeReNe: On Establishing Secure and Resilient Networking Services for an SDN-based Multi-tenant Datacenter Environment,,,,
Automated Security Test Generation with Formal Threat Models,,,,
Computation of Cyclomatic Complexity and Detection of Malware Executable Files,,,,
Research of intelligent immune intrusion detection system about combating virus with “virus”,,,,
GENES ISP: code analysis platform,,,,
Binary Code Similarity Detection: State and Future,,,,
Honeytoken-Detector: A Symbolic Execution-Based Honeypot Token Detection Tool,,,,
Segmentation Based Backdoor Attack Detection,,,,
Software Defined Networks in Internet of Things Integration Security: Challenges and Solutions,,,,
Extend Rchecker for Accurate Analysis of Real Embedded Projects,,,,
A Roadmap Toward the Resilient Internet of Things for Cyber-Physical Systems,,,,
